Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
NP_040838	Infectious bronchitis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Gammacoronavirus;Igacovirus;Avian coronavirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Gammacoronavirus	Igacovirus	Avian coronavirus
NP_040844	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040839	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040840	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040841	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040842	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040843	Visna-maedi virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040937	Bovine viral diarrhea virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Pestivirus;Pestivirus bovis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Flasuviricetes	-	Amarillovirales	-	Flaviviridae	-	Pestivirus	-	Pestivirus bovis
NP_040938	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040939	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040940	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040941	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040942	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040943	Caprine arthritis encephalitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040955	Cucumber necrosis virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus cucumis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus cucumis
NP_040957	Cucumber necrosis virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus cucumis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus cucumis
NP_040958	Enterovirus B	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Ensavirinae	Enterovirus	-	-
NP_056777	Encephalomyocarditis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Cardiovirus;Cardiovirus A	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Caphthovirinae	Cardiovirus	-	Cardiovirus A
NP_040967	Eggplant mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus melongenae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus melongenae
NP_040969	Eggplant mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus melongenae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus melongenae
NP_040972	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040973	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040974	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040975	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040976	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040977	Feline immunodeficiency virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040988	Foxtail mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
NP_040989	Foxtail mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
NP_040990	Foxtail mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
NP_040991	Foxtail mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
NP_040992	Foxtail mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
NP_040993	Ground squirrel hepatitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040994	Ground squirrel hepatitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040995	Ground squirrel hepatitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040996	Ground squirrel hepatitis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040997	Heron hepatitis B virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040998	Heron hepatitis B virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_040999	Heron hepatitis B virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Avihepadnavirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041002	Human T-lymphotropic virus 2	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 2	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041004	Human T-lymphotropic virus 2	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 2	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041006	Human T-lymphotropic virus 2	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 2	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041005	Human T-lymphotropic virus 2	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 2	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041007	Hepatovirus A	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Heptrevirinae;Hepatovirus;Hepatovirus ahepa	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Heptrevirinae	Hepatovirus	-	-
NP_041009	rhinovirus B14	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus B	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Ensavirinae	Enterovirus	-	Rhinovirus B
NP_041090	Cryphonectria hypovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus;Alphahypovirus cryphonectriae	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Hypoviridae	-	Alphahypovirus	-	Alphahypovirus cryphonectriae
NP_041091	Cryphonectria hypovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus;Alphahypovirus cryphonectriae	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Hypoviridae	-	Alphahypovirus	-	Alphahypovirus cryphonectriae
NP_041184	Jaagsiekte sheep retrovirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041187	Jaagsiekte sheep retrovirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041188	Jaagsiekte sheep retrovirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041189	Leishmania RNA virus 1 - 1	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae;Leishmaniavirus;Leishmania RNA virus 1	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Chrymotiviricetes	-	Ghabrivirales	-	Totiviridae	-	Leishmaniavirus	-	Leishmania RNA virus 1
NP_041190	Leishmania RNA virus 1 - 1	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae;Leishmaniavirus;Leishmania RNA virus 1	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Chrymotiviricetes	-	Ghabrivirales	-	Totiviridae	-	Leishmaniavirus	-	Leishmania RNA virus 1
NP_041191	Leishmania RNA virus 1 - 1	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae;Leishmaniavirus;Leishmania RNA virus 1	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Chrymotiviricetes	-	Ghabrivirales	-	Totiviridae	-	Leishmaniavirus	-	Leishmania RNA virus 1
NP_041192	Alfamovirus AMV	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Alfamovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Alfamovirus	-	-
NP_041194	Alfamovirus AMV	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Alfamovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Alfamovirus	-	-
NP_041195	Alfamovirus AMV	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Alfamovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Alfamovirus	-	-
NP_041196	Brome mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Bromovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Bromovirus	-	-
NP_041197	Brome mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Bromovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Bromovirus	-	-
NP_041198	Brome mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Bromovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Bromovirus	-	-
NP_041199	Brome mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Bromovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Bromovirus	-	-
NP_056724	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056725	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056726	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056727	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056728	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056729	Cauliflower mosaic virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus;Caulimovirus tessellobrassicae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056918	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056919	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056920	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056921	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056922	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056923	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_056924	Measles morbillivirus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Morbillivirus hominis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Paramyxoviridae	Orthoparamyxovirinae	Morbillivirus	-	Morbillivirus hominis
NP_057866	Abelson murine leukemia virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041217	Spleen focus-forming virus	Viruses;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;unclassified Gammaretrovirus	Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-
NP_041218	Spleen focus-forming virus	Viruses;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;unclassified Gammaretrovirus	Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-
NP_057935	Moloney murine leukemia virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Murine leukemia virus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_057859	Moloney murine sarcoma virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056880	Mouse mammary tumor virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056883	Mouse mammary tumor virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_056884	Mouse mammary tumor virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041226	Melon necrotic spot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus melonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus melonis
NP_041228	Melon necrotic spot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus melonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus melonis
NP_041231	Melon necrotic spot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus melonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus melonis
NP_041249	Ovine lentivirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041250	Ovine lentivirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041251	Ovine lentivirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041252	Ovine lentivirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041253	Ovine lentivirus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
NP_041254	Onyong-nyong virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Togaviridae	-	Alphavirus	-	-
NP_041255	Onyong-nyong virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Togaviridae	-	Alphavirus	-	-
